कप्तान,TRUE
कभी,FALSE
कभी नहीं,FALSE
कम,FALSE
कम,FALSE
कम,FALSE
कम से कम,FALSE
कमरे,FALSE
कर,FALSE
कर,FALSE
कर सकते हैं,FALSE
करता है,FALSE
करीब,FALSE
करेगा,FALSE
कला,FALSE
कल्पना,TRUE
कवर,FALSE
कवि,TRUE
कविता,TRUE
कहना,FALSE
कहा,FALSE
कहानी,TRUE
का पालन करें,FALSE
का प्रतिनिधित्व,FALSE
कागज,TRUE
कांच,TRUE
कान,FALSE
कानून,TRUE
काफी,FALSE
काम,TRUE
काम,TRUE
कार,TRUE
कारण,TRUE
कारण,TRUE
कार्ड,FALSE
कार्यालय,TRUE
काला,TRUE
काला,FALSE
कि,FALSE
किताब,TRUE
किनारे,FALSE
किया,FALSE
किया,FALSE
किसान,TRUE
किसी भी,FALSE
की,FALSE
की अनुमति,FALSE
की ओर,FALSE
कीट,FALSE
कुक,FALSE
कुछ,FALSE
कुछ,FALSE
कुछ,FALSE
कुछ नहीं,FALSE
कुंजी,TRUE
कुत्ते,TRUE
कुर्सी,TRUE
कूद,TRUE
कृपया,TRUE
कृष्ण,TRUE
के खिलाफ,FALSE
के बाद,FALSE
के बाद से,FALSE
के बारे में,FALSE
के बीच,FALSE
के बीच,FALSE
के माध्यम से,FALSE
के लिए,FALSE
केंद्र,TRUE
केवल,TRUE
कैसे,FALSE
कॉल,FALSE
कॉलोनी,FALSE
कोट,FALSE
कोने,FALSE
कोमल,TRUE
कोर्स,FALSE
कोशिश,TRUE
कौन,FALSE
कौशल,TRUE
क्या,FALSE
क्यों,FALSE
क्रिया,TRUE
क्रिया,TRUE
क्रीज,FALSE
क्रोध,FALSE
क्लास,FALSE
क्षेत्र,TRUE
क्षेत्र,TRUE
क्षेत्र,TRUE
खंड,TRUE
खंड,TRUE
खड़ा हुआ,FALSE
खड़े,FALSE
खतरे,FALSE
खत्म,TRUE
खरीद,TRUE
खरीदा,FALSE
खर्च,TRUE
खाने,FALSE
खिंचाव,TRUE
खिड़की,TRUE
खींच,TRUE
खुद,FALSE
खुला,TRUE
खुश,TRUE
खून,TRUE
खेत,FALSE
खेल,TRUE
खेलने,FALSE
खोज,TRUE
खोया,FALSE
खोल,FALSE
गति,TRUE
गंध,FALSE
गया,FALSE
गरम,TRUE
गरम,FALSE
गरीब,TRUE
गर्दन,TRUE
गर्म,TRUE
गर्मियों,FALSE
गर्मी,TRUE
गलत,FALSE
गहरा,TRUE
गाइड,TRUE
गाना,FALSE
गाय,TRUE
गांव,TRUE
गिनती,FALSE
गिर गया,FALSE
गिरावट,TRUE
गीत,TRUE
गुणा,TRUE
गुरूवार,FALSE
गुलाब,TRUE
गुलाम,FALSE
गेंद,FALSE
गैस,FALSE
ग्रह,TRUE
ग्रे,FALSE
घटना,TRUE
घटाना,FALSE
घटित,TRUE
घंटे,FALSE
घड़ी,TRUE
घर,FALSE
घर,FALSE
घाटी,TRUE
घास,TRUE
घोड़ा,TRUE
चढ़ाई,TRUE
चमक,TRUE
चयन,TRUE
चयन,TRUE
चरित्र,TRUE
चर्चा,TRUE
चर्चा,TRUE
चलना,TRUE
चला गया,FALSE
चला गया,FALSE
चलाने,FALSE
चलो,FALSE
चांद,TRUE
चादर,FALSE
चांदी,FALSE
चार,FALSE
चार्ज,FALSE
चार्ट,FALSE
चाल,FALSE
चाहते हैं,FALSE
चाहिए,FALSE
चाहिए,FALSE
चाहे,FALSE
चिकित्सक,FALSE
चिल्लाओ,FALSE
चीनी,TRUE
चुनाव,TRUE
चुप,FALSE
चुंबक,TRUE
चेहरा,TRUE
चौथाई गेलन,FALSE
छड़ी,TRUE
छह,FALSE
छात्र,TRUE
छेद,TRUE
छोटे,FALSE
छोटे,TRUE
छोड़,TRUE
छोड़ा,FALSE
जंगली,TRUE
जगह,FALSE
जगह,TRUE
जड़,TRUE
जब,FALSE
जब तक,FALSE
जबकि,FALSE
जमीन,FALSE
जला,FALSE
जल्दी करो,FALSE
जवाब,FALSE
जहां,FALSE
जहाज,TRUE
जाँच,TRUE
जादू,TRUE
जाना,FALSE
जारी रखने के,FALSE
जिसका,FALSE
जीत,FALSE
जीना,FALSE
जीवन,TRUE
जूता,TRUE
जैसा,FALSE
जैसा,FALSE
जो,FALSE
जोड़,TRUE
जोड़ी,TRUE
जोर,TRUE
ज्यादा,TRUE
झटका,TRUE
झील,TRUE
झूठ,TRUE
टाई,FALSE
टायर,FALSE
टीम,FALSE
टुकड़ा,TRUE
टोपी,TRUE
ट्यूब,FALSE
ट्रक,FALSE
ठंड,TRUE
ठीक,TRUE
डबल,FALSE
डर,TRUE
डर,FALSE
डाल,TRUE
डिग्री,FALSE
डिजाइन,FALSE
डॉलर,FALSE
ड्राइव,FALSE
ड्रॉप,FALSE
ढोंग,FALSE
तक,FALSE
तक पहुँचने,FALSE
तकनीकी,TRUE
तट,FALSE
तत्व,TRUE
तथ्य,FALSE
तय,FALSE
तरल,TRUE
तरह,FALSE
तल,TRUE
तस्वीर,TRUE
ताजा,FALSE
तापमान,TRUE
तार,TRUE
तालिका,TRUE
तीन,FALSE
तीसरे,FALSE
तुलना,TRUE
तेज़,FALSE
तेजी,TRUE
तेल,TRUE
तेल,TRUE
तैयार,FALSE
तैयार,FALSE
तैरना,TRUE
तो,FALSE
तो,FALSE
तोड़,TRUE
तोड़ दिया,FALSE
त्रिकोण,TRUE
त्वचा,TRUE
त्वरित,FALSE
था,FALSE
था,FALSE
थे,FALSE
थोड़ा,TRUE
दक्षिण,TRUE
दरवाजा,TRUE
दर्ज,TRUE
दशमलव,FALSE
दस,FALSE
दांत,TRUE
दावा,TRUE
दिन,FALSE
दिया,FALSE
दिल,TRUE
दिशा,TRUE
दीवार,TRUE
दुकान,TRUE
दुकान,TRUE
दुनिया,TRUE
दुश्मन,TRUE
दूध,TRUE
दूर,FALSE
दूर,TRUE
दूसरा,TRUE
दृष्टि,TRUE
दे,FALSE
देखना,FALSE
देखभाल,TRUE
देखा,FALSE
देखें,FALSE
देखो,FALSE
देर से,FALSE
देश,TRUE
दो,FALSE
दोनों,FALSE
दोपहर,TRUE
दोस्त,TRUE
दोहराना,FALSE
दौड़,TRUE
दौर,FALSE
दौरान,FALSE
द्वारा,TRUE
द्वीप,TRUE
धक्का,FALSE
धन,TRUE
धन्यवाद,TRUE
धातु,TRUE
धारा,TRUE
धीमी,TRUE
धोने,FALSE
ध्वनि,FALSE
नई,TRUE
नकल,TRUE
नक्शा,TRUE
नदी,TRUE
नमक,TRUE
नहीं,FALSE
नहीं होगा,FALSE
नाक,FALSE
नाप,FALSE
नाम,TRUE
नाव,FALSE
निकट,TRUE
नियंत्रण,TRUE
नियंत्रण,TRUE
नियम,TRUE
निरीक्षण,TRUE
निर्धारित,TRUE
निर्भर,TRUE
निर्मित,TRUE
नीचे,FALSE
नीचे,TRUE
नींद,TRUE
नीला,TRUE
नृत्य,TRUE
नेतृत्व,TRUE
नेतृत्व,TRUE
नोट,FALSE
नोटिस,FALSE
नौ,FALSE
पकड़,FALSE
पकड़,TRUE
पकड़ा,FALSE
पंक्ति,TRUE
पक्ष,TRUE
पक्षी,TRUE
पंख,TRUE
पड़ोसी,TRUE
पढ़ा,FALSE
पतली,TRUE
पता,FALSE
पता था,FALSE
पत्थर,TRUE
पत्नी,TRUE
पत्र,TRUE
पथ,TRUE
पदार्थ,FALSE
पद्धति,TRUE
पर,FALSE
पर,FALSE
परिणाम,TRUE
परिणाम,TRUE
परिवर्तन,TRUE
परिवार,TRUE
परीक्षण,TRUE
परीक्षण,TRUE
पर्ची,TRUE
पर्याप्त,TRUE
पल,TRUE
पल,FALSE
पशु,TRUE
पश्चिम,TRUE
पहनना,FALSE
पहले,FALSE
पहले,TRUE
पहले,TRUE
पहाड़,TRUE
पहाड़ी,TRUE
पहिया,TRUE
पहुंचना,FALSE
पाउंड,FALSE
पांच,TRUE
पानी,TRUE
पाया,FALSE
पार,FALSE
पार्टी,FALSE
पास,TRUE
पिच,FALSE
पिछले,FALSE
पिता,TRUE
पिता,TRUE
पिता,FALSE
पीछे,FALSE
पीला,FALSE
पीले,FALSE
पुराना,TRUE
पुरुषों,TRUE
पुस्तक,TRUE
पूंछ,TRUE
पूछना,FALSE
पूरा,TRUE
पूरे,TRUE
पूर्ण,TRUE
पूर्व,TRUE
पृथ्वी,TRUE
पेज,FALSE
पेड़,TRUE
पेय,FALSE
पैटर्न,FALSE
पैमाने,FALSE
पैर,TRUE
पैर,TRUE
पैर,TRUE
पैरा,FALSE
पोशाक,TRUE
पोस्ट,FALSE
प्यार,TRUE
प्रकट,TRUE
प्रकार,TRUE
प्रकार,TRUE
प्रकाश,TRUE
प्रकृति,TRUE
प्रकृति,TRUE
प्रक्रिया,TRUE
प्रणाली,TRUE
प्रतिशत,TRUE
प्रतीक,TRUE
प्रतीत,TRUE
प्रत्यक्ष,FALSE
प्रत्यय,FALSE
प्रत्येक,TRUE
प्रदान,TRUE
प्रभाव,TRUE
प्रमुख,TRUE
प्रमुख,FALSE
प्रयत्न,TRUE
प्रयोग,TRUE
प्रवाह,TRUE
प्रसन्न,TRUE
प्रसार,TRUE
प्रसिद्ध,TRUE
प्रस्ताव,TRUE
प्रस्ताव,TRUE
प्राकृतिक,TRUE
प्राचीन,TRUE
प्राप्त,FALSE
प्राप्त,TRUE
प्रारंभ,TRUE
प्रारम्भ,TRUE
प्रिंट,FALSE
प्रिय,TRUE
प्रेस,FALSE
फल,FALSE
फसल,TRUE
फार्म,FALSE
फिट,FALSE
फिर,FALSE
फ़ीड,FALSE
फूल,TRUE
फेंक,FALSE
फ्लैट,FALSE
बगीचा,TRUE
बचा,FALSE
बच्चे,FALSE
बच्चे,FALSE
बच्चों,TRUE
बड़ा,FALSE
बड़ा,FALSE
बढ़त,TRUE
बढ़ने,FALSE
बढ़ी,FALSE
बतख,FALSE
बता,FALSE
बताया,FALSE
बंद,TRUE
बंदरगाह,TRUE
बंदूक,FALSE
बना,FALSE
बनाना,FALSE
बराबर,TRUE
बर्फ,FALSE
बर्फ,TRUE
बल,FALSE
बल्कि,FALSE
बल्ला,TRUE
बस,TRUE
बसा,FALSE
बहन,TRUE
बहुत,TRUE
बहुत,TRUE
बहुवचन,TRUE
बाकी,FALSE
बाकी,FALSE
बाजार,TRUE
बात,FALSE
बात,FALSE
बादल,FALSE
बार,FALSE
बारिश,TRUE
बारी,FALSE
बाल,TRUE
बांह,TRUE
बाहर,FALSE
बिजली,TRUE
बिजली,TRUE
बिट,FALSE
बिंदु,TRUE
बिल्ली,TRUE
बिस्तर,FALSE
बीच,FALSE
बीज,TRUE
बीस,TRUE
बुधवार,FALSE
बुनियादी,TRUE
बुरा,FALSE
बेचने,FALSE
बेटा,TRUE
बेल,TRUE
बेहतर,FALSE
बैंक,FALSE
बैठना,FALSE
बैंड,FALSE
बॉक्स,FALSE
बोर्ड,FALSE
बोलना,FALSE
ब्याज,TRUE
ब्राउन,FALSE
भरने,FALSE
भव्य,TRUE
भाई,TRUE
भागफल,FALSE
भागा,TRUE
भाप,TRUE
भारी,FALSE
भारी,TRUE
भालू,TRUE
भावना,TRUE
भाषण,TRUE
भाषा,FALSE
भिन्न हो,FALSE
भी,FALSE
भी,FALSE
भी,FALSE
भीड़,TRUE
भुगतान,TRUE
भूमि,TRUE
भेजा,FALSE
भेजें,FALSE
भोजन,TRUE
मई,FALSE
मकई,FALSE
मक्खी,FALSE
मंगलवार,FALSE
मछली,TRUE
मजबूत,TRUE
मज़ा,FALSE
मंजिल,TRUE
मतलब,TRUE
मतलब,TRUE
मदद,TRUE
मन,FALSE
मरना,FALSE
मशीन,TRUE
महाद्वीप,TRUE
महान,TRUE
महिला,TRUE
महिला,TRUE
महिलाओं,FALSE
मां,TRUE
माउंट,FALSE
माता,TRUE
मानव,TRUE
मामला,TRUE
मामले,FALSE
मारना,FALSE
मार्क,FALSE
मांस,FALSE
मास्टर,TRUE
माह,TRUE
मिट्टी,TRUE
मिनट,FALSE
मिला,FALSE
मिलो,FALSE
मिश्रण,TRUE
मिस,FALSE
मील,FALSE
मुक्त,TRUE
मुख्य,TRUE
मुझे,FALSE
मुलायम,TRUE
मुश्किल,TRUE
मुसीबत,TRUE
मुस्कान,TRUE
मुंह,TRUE
मूल,FALSE
मूल्य,TRUE
मृत,TRUE
मृत्यु,TRUE
में,FALSE
मेरा,FALSE
मेरे,FALSE
मेला,TRUE
मैं,FALSE
मैच,FALSE
मोटी,TRUE
मौत,FALSE
मौसम,TRUE
मौसम,TRUE
यकीन,TRUE
यह,FALSE
यहाँ,FALSE
या,FALSE
यात्रा,TRUE
यात्रा,TRUE
यात्रा,TRUE
याद,FALSE
यार्ड,FALSE
युग,TRUE
युद्ध,TRUE
युवा,TRUE
योजना,TRUE
रक्षा,TRUE
रखना,FALSE
रखना,FALSE
रखा,FALSE
रंग,TRUE
रंग,TRUE
रगड़,FALSE
रंगीन,FALSE
रविवार,FALSE
रस्सी,TRUE
रहना,FALSE
राग,FALSE
राग,FALSE
राजधानी,TRUE
राजा,TRUE
राज्य,TRUE
रात,TRUE
राष्ट्र,TRUE
रास्ता,TRUE
रिकॉर्ड,TRUE
रेखा,TRUE
रेगिस्तान,TRUE
रेडियो,TRUE
रेत,TRUE
रेल,TRUE
रॉक,FALSE
रोक,FALSE
रोटी,FALSE
रोना,FALSE
रोल,FALSE
लकड़ी,TRUE
लक्ष्य,TRUE
लग रहा है,FALSE
लगता है,FALSE
लगता है,FALSE
लगा,FALSE
लड़का,FALSE
लड़की,FALSE
लड़की,FALSE
लड़ाई,TRUE
लंबा,TRUE
लंबाई,TRUE
लंबे समय तक,FALSE
लहर,TRUE
लाख,TRUE
लागत,TRUE
लाना,FALSE
लाया,FALSE
लाल,TRUE
लिखना,TRUE
लिखा,FALSE
लिखित,FALSE
लिफ्ट,FALSE
ले,FALSE
ले लिया,FALSE
लेकिन,TRUE
लेना,FALSE
लॉग इन करें,FALSE
लोग,FALSE
लोन,FALSE
लोहा,TRUE
वजन,TRUE
वन,TRUE
वर्ग,TRUE
वर्णन,TRUE
वर्तमान,TRUE
वर्तमान,TRUE
वर्ष,TRUE
वसंत,TRUE
वसा,FALSE
वस्तु,TRUE
वह,FALSE
वह,FALSE
वहाँ,FALSE
वही,FALSE
वाक्य,TRUE
वाक्यांश,TRUE
वातावरण,TRUE
वापस,TRUE
वार्ता,TRUE
विकसित,TRUE
विकसित,TRUE
विचार,TRUE
विचार करना,FALSE
विज्ञान,TRUE
विधि,TRUE
विपरीत,TRUE
विभाजन,TRUE
विभाजन,TRUE
विमान,TRUE
विशिष्ट,TRUE
विशेष,TRUE
विशेष,TRUE
विशेष,TRUE
विश्वास,TRUE
विषय,TRUE
विस्तार,TRUE
विस्तृत,TRUE
विस्तृत,TRUE
वृत्त,TRUE
वृद्धि,TRUE
वे,FALSE
व्यक्ति,TRUE
व्यंजन,TRUE
व्यवस्था,FALSE
व्यस्त,FALSE
व्यापार,TRUE
व्यायाम,TRUE
शनि,FALSE
शनिवार,FALSE
शब्द,TRUE
शब्दकोश,TRUE
शब्दांश,TRUE
शरीर,TRUE
शर्त,TRUE
शहर,TRUE
शहर,TRUE
शाखा,TRUE
शांत,TRUE
शाम,TRUE
शाम,FALSE
शामिल,TRUE
शामिल,TRUE
शायद,TRUE
शासन,TRUE
शासन,TRUE
शिकार,TRUE
शिविर,TRUE
शीघ्र,FALSE
शीघ्र,TRUE
शीतल,TRUE
शीर्ष,TRUE
शुक्रवार,FALSE
शुरुआत,FALSE
शुरू हुआ,FALSE
शेयर,FALSE
शो,FALSE
शोर,FALSE
सकता है,FALSE
संकेत,FALSE
सक्षम,TRUE
संख्या,FALSE
संगठन,TRUE
संगीत,TRUE
सच,TRUE
संचालित,FALSE
संज्ञा,TRUE
सटीक,TRUE
सड़क,TRUE
सड़क,TRUE
सतह,TRUE
सदी,TRUE
सदैव,TRUE
संपत्ति,TRUE
सपना,TRUE
संपूर्ण,TRUE
सप्ताह,TRUE
सफर,TRUE
सफलता,TRUE
सफेद,TRUE
सफ़ेद,FALSE
सब,FALSE
सबसे,FALSE
संभव,TRUE
संभावित,TRUE
समय,FALSE
समर्थन,TRUE
समस्या,TRUE
समाधान,TRUE
समानता,TRUE
समुद्र,FALSE
समूह,TRUE
समूह,TRUE
संयंत्र,FALSE
संयोग,TRUE
सरल,TRUE
सर्दियों,FALSE
सर्वश्रेष्ठ,TRUE
सवारी,TRUE
सवाल,TRUE
संसार,TRUE
सहमत,TRUE
सहयोग,TRUE
सही,FALSE
सही,FALSE
साइन,FALSE
सागर,TRUE
सात,TRUE
साथ,FALSE
सादे,FALSE
साधन,TRUE
साफ,FALSE
साबित,FALSE
सामग्री,TRUE
सामने,FALSE
सामान्य,TRUE
सामूहिक,FALSE
सिखाना,TRUE
सितारा,TRUE
सिद्ध,TRUE
सिर,TRUE
सिवाय,FALSE
सीखना,TRUE
सीट,FALSE
सीधे,FALSE
सीमा,TRUE
सुझाव,TRUE
सुंदर,FALSE
सुंदरता,TRUE
सुनना,FALSE
सुना,FALSE
सुनो,FALSE
सुबह,TRUE
सुरक्षा,TRUE
सुरक्षित,TRUE
सूखा,TRUE
सूची,TRUE
सूट,FALSE
सूरज,TRUE
से,FALSE
से,FALSE
सेट,FALSE
सेब,FALSE
सेल,FALSE
सेवा कर,FALSE
सैनिक,TRUE
सोचा,FALSE
सोना,FALSE
सोमवार,FALSE
सौ,FALSE
सौदा,TRUE
स्कूल,TRUE
स्कोर,FALSE
स्टील,FALSE
स्टेशन,FALSE
स्ट्रिंग,FALSE
स्तंभ,TRUE
स्तर,TRUE
स्थिति,TRUE
स्थिति जानें,FALSE
स्पर्श,TRUE
स्पष्ट,TRUE
स्वर,TRUE
स्वर,TRUE
हजार,TRUE
हड्डी,FALSE
हत्या,TRUE
हम,FALSE
हमारे,FALSE
हमें,FALSE
हमेशा,FALSE
हर,FALSE
हरा,FALSE
हरे रंग,FALSE
हर्ष,TRUE
हल,TRUE
हवा,FALSE
हवा,TRUE
हंसी,FALSE
हां,FALSE
हाजिर,FALSE
हाथ,FALSE
हालांकि,FALSE
हिस्सा,TRUE
है,FALSE
है,FALSE
है,FALSE
हैं,FALSE
हो,FALSE
हो सकता है,FALSE
होगा,FALSE
होगा,FALSE
होते हैं,FALSE
होना,FALSE
